Site ID,Lon,Lat,Vertical Rate (mm/yr),Vertical Rate - BOP corrected (mm/yr),1-sigma uncertainty (mm/yr),Number of obs,Quality Factor,Average distance between coastal point and observations,,,,,,,
1058,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1059,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1060,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1061,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1062,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1063,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1064,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1065,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1066,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1067,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1068,174.561055,-35.723426,-0.345825,-0.345825,2.115784,2579,2,16.193208,,,,,,,
1069,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1070,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1071,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1072,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1073,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1074,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1075,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1076,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1077,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1078,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1079,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1080,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1081,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1082,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1083,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1084,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1085,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1086,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1087,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1088,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1089,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1090,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1091,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1092,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1093,174.677165,-36.619742,-2.323705,-2.323705,2.103167,466,1.333333,1.451995,,,,,,,
1094,174.689623,-36.619566,-1.947529,-1.947529,2.341597,815,1.333333,1.71393,,,,,,,
1095,174.69457,-36.617776,-1.599022,-1.599022,2.124123,969,1.333333,1.676396,,,,,,,
1096,174.699704,-36.618432,-1.264827,-1.264827,2.382249,1139,1.333333,1.744852,,,,,,,
1097,174.698454,-36.628348,-1.462103,-1.462103,2.486148,778,1.333333,2.04793,,,,,,,
1098,174.705323,-36.624805,-1.098246,-1.098246,2.142936,1112,1.333333,1.894054,,,,,,,
1099,174.714301,-36.630239,-1.630263,-1.630263,2.569772,966,1.333333,1.642233,,,,,,,
1100,174.717931,-36.636503,-1.942525,-1.942525,2.205414,1007,1.333333,1.77683,,,,,,,
1101,174.722324,-36.64173,-2.39196,-2.39196,2.23262,978,1.333333,1.894807,,,,,,,
1102,174.725425,-36.645801,-2.056959,-2.056959,2.417736,770,1.333333,1.921684,,,,,,,
1103,174.729899,-36.661567,-1.748311,-1.74835,2.275587,2729,1.666667,3.892344,,,,,,,
1104,174.720847,-36.668051,-1.72455,-1.724584,2.183436,2530,1.666667,4.040894,,,,,,,
1105,174.708633,-36.673135,-2.090178,-2.090222,2.059398,1992,1.666667,3.96401,,,,,,,
1106,174.705368,-36.674361,-2.073528,-2.073568,2.051772,1868,1.666667,3.932318,,,,,,,
1107,174.708872,-36.679935,-2.239609,-2.239635,2.105267,210,2,1.592613,,,,,,,
1108,174.723146,-36.672726,-1.76752,-1.767555,2.196501,2420,1.666667,3.799493,,,,,,,
1109,174.730855,-36.670115,-1.432865,-1.432906,2.205104,2709,1.666667,3.880166,,,,,,,
1110,174.745065,-36.66171,-1.634613,-1.634653,2.234892,2658,1.666667,3.78973,,,,,,,
1111,174.748442,-36.676722,-0.860508,-0.860542,1.84088,462,1.333333,2.058345,,,,,,,
1112,174.754279,-36.689891,-1.052555,-1.052597,1.796241,935,1.333333,1.517532,,,,,,,
1113,174.75576,-36.699954,-0.429624,-0.429668,2.180681,354,1.666667,0.660516,,,,,,,
1114,174.751807,-36.710844,-1.604281,-1.604327,1.815113,2079,1.333333,1.681782,,,,,,,
1115,174.754108,-36.725149,-1.711512,-1.711612,2.086776,1922,1.333333,1.660597,,,,,,,
1116,174.75695,-36.739441,-1.731962,-1.732062,2.08988,324,1.666667,0.682732,,,,,,,
1117,174.764882,-36.753923,-1.438254,-1.438354,1.770174,408,1.333333,0.590302,,,,,,,
1118,174.768712,-36.767237,-1.792056,-1.792156,1.909065,630,1,0.703033,,,,,,,
1119,174.776989,-36.781261,-1.418773,-1.418873,1.761937,2113,1,1.76965,,,,,,,
1120,174.783855,-36.794847,-1.375023,-1.375123,1.848381,308,1.333333,0.650754,,,,,,,
1121,174.797636,-36.807691,-1.613573,-1.613673,2.011702,1263,1,1.730642,,,,,,,
1122,174.806464,-36.820073,-1.751212,-1.751312,1.72876,305,1.333333,0.578065,,,,,,,
1123,174.80762,-36.828129,-1.634321,-1.634421,1.77999,732,1,1.276335,,,,,,,
1124,174.78867,-36.83079,-0.911951,-0.911929,1.477535,1164,1,1.663167,,,,,,,
1125,174.772821,-36.829259,-0.914971,-0.91495,1.522743,1082,1,1.962685,,,,,,,
1126,174.785269,-36.82318,-1.991343,-1.991443,1.968297,1089,1,1.434591,,,,,,,
1127,174.794194,-36.817331,-2.106886,-2.106986,1.873935,334,1.333333,0.736711,,,,,,,
1128,174.784983,-36.814391,-1.632257,-1.632357,1.75699,1361,1,1.529783,,,,,,,
1129,174.766493,-36.821881,-0.95132,-0.951299,1.296757,963,1,2.022043,,,,,,,
1130,174.778108,-36.812065,-1.793202,-1.793302,2.057097,1348,1,1.624442,,,,,,,
1131,174.780821,-36.803477,-1.598442,-1.598542,1.887722,413,1,0.617837,,,,,,,
1132,174.768854,-36.799874,-1.727091,-1.727191,1.891733,321,1.333333,0.684747,,,,,,,
1133,174.769131,-36.794418,-1.707156,-1.707256,2.01323,474,1,0.662424,,,,,,,
1134,174.764117,-36.797432,-1.739685,-1.739785,1.934585,302,1.333333,0.720682,,,,,,,
1135,174.757008,-36.802648,-2.403922,-2.404022,1.786401,2417,1,1.691474,,,,,,,
1136,174.757448,-36.805788,-2.411527,-2.411627,1.808742,2236,1,1.740034,,,,,,,
1137,174.752346,-36.814339,-2.519495,-2.519595,1.9415,1540,1,1.723907,,,,,,,
1138,174.749294,-36.811887,-2.362072,-2.362172,1.700214,405,1,0.659324,,,,,,,
1139,174.749643,-36.826231,-2.741597,-2.741697,1.879464,1250,1,2.02307,,,,,,,
1140,174.739348,-36.817415,-2.881184,-2.881284,1.833579,305,1.333333,0.731985,,,,,,,
1141,174.727675,-36.817928,-3.17015,-3.17025,1.800083,313,1.333333,0.611239,,,,,,,
1142,174.713148,-36.825157,-3.095273,-3.095373,1.687994,777,1,1.743153,,,,,,,
1143,174.697129,-36.822472,-2.846167,-2.846267,1.8146,610,1,1.955449,,,,,,,
1144,174.695817,-36.812849,-2.797368,-2.797468,1.92189,1229,1,1.760428,,,,,,,
1145,174.686835,-36.805719,-2.541873,-2.541973,1.986857,1318,1,1.769727,,,,,,,
1146,174.680992,-36.793017,-2.853991,-2.854091,2.029463,1458,1.333333,1.694377,,,,,,,
1147,174.686251,-36.787229,-2.226508,-2.226608,1.696977,338,1.666667,0.670258,,,,,,,
1148,174.69688,-36.78658,-2.289503,-2.289603,2.01405,389,1.333333,0.586787,,,,,,,
1149,174.706088,-36.790528,-2.461014,-2.461114,1.855994,581,1,0.635673,,,,,,,
1150,174.699389,-36.781716,-2.540607,-2.540707,1.938148,304,1.333333,0.713434,,,,,,,
1151,174.698751,-36.775143,-2.305093,-2.305193,1.78823,2405,1.333333,1.876081,,,,,,,
1152,174.68292,-36.781831,-2.417298,-2.417398,1.723234,1574,1.333333,1.638431,,,,,,,
1153,174.670001,-36.782764,-2.057533,-2.057633,2.055287,1232,1.333333,1.687139,,,,,,,
1154,174.663498,-36.770418,-1.918123,-1.918223,1.937509,1015,1.333333,1.546856,,,,,,,
1155,174.671586,-36.764694,-1.938636,-1.938736,1.998867,955,1.333333,1.445849,,,,,,,
1156,174.682608,-36.76344,-1.851813,-1.851913,1.885046,1065,1.333333,1.548381,,,,,,,
1157,174.677261,-36.751326,-2.288693,-2.288793,2.011784,1034,1.333333,1.904351,,,,,,,
1158,174.682674,-36.740845,-1.734398,-1.734498,2.088946,1021,1.333333,1.786946,,,,,,,
1159,174.678404,-36.74468,-1.939987,-1.940087,2.166837,866,1.333333,1.846829,,,,,,,
1160,174.670143,-36.757642,-1.904055,-1.904155,2.163951,928,1.333333,1.723808,,,,,,,
1161,174.663716,-36.766921,-1.786044,-1.786144,2.111472,1014,1.333333,1.59639,,,,,,,
1162,174.648401,-36.766072,-2.604187,-2.604287,2.058109,854,1.333333,1.800887,,,,,,,
1163,174.63561,-36.770858,-2.812364,-2.812464,2.081686,789,1.333333,1.658784,,,,,,,
1164,174.636369,-36.763251,-2.608421,-2.608521,1.90917,663,1.333333,1.793228,,,,,,,
1165,174.636991,-36.752491,-2.483161,-2.483261,2.226391,426,1.333333,1.613485,,,,,,,
1166,174.631805,-36.763349,-2.819247,-2.819347,1.886944,644,1.333333,1.81587,,,,,,,
1167,174.624593,-36.770521,-2.361361,-2.361461,2.136473,852,1.333333,1.781304,,,,,,,
1168,174.609223,-36.770862,-2.985737,-2.985837,1.920001,901,1.333333,1.961686,,,,,,,
1169,174.601411,-36.760127,-2.820078,-2.820178,2.105041,628,1.333333,1.556711,,,,,,,
1170,174.598864,-36.763254,-2.858584,-2.858684,1.906888,668,1.333333,1.56964,,,,,,,
1171,174.602342,-36.769034,-2.957798,-2.957898,1.785298,701,1.333333,1.747187,,,,,,,
1172,174.60111,-36.779074,-3.494323,-3.494423,1.85657,784,1.333333,1.798689,,,,,,,
1173,174.591911,-36.790452,-3.161341,-3.161441,2.202036,662,1.333333,1.759084,,,,,,,
1174,174.602265,-36.794717,-3.296927,-3.297027,1.880085,722,1.333333,1.674018,,,,,,,
1175,174.602607,-36.779828,-3.38752,-3.38762,2.138299,818,1.333333,1.776058,,,,,,,
1176,174.618185,-36.775268,-2.875647,-2.875747,1.937234,867,1.333333,1.634034,,,,,,,
1177,174.623344,-36.776558,-2.579953,-2.580053,1.809954,864,1.333333,1.471996,,,,,,,
1178,174.638014,-36.775201,-2.276152,-2.276252,1.95469,824,1.333333,1.520882,,,,,,,
1179,174.645906,-36.780292,-2.168875,-2.168975,2.003258,1085,1.333333,1.710388,,,,,,,
1180,174.640238,-36.79127,-2.717728,-2.717828,1.935387,1307,1.333333,1.61286,,,,,,,
1181,174.645354,-36.789678,-2.696636,-2.696736,1.923899,1219,1.333333,1.673526,,,,,,,
1182,174.658957,-36.788061,-2.229478,-2.229578,2.018278,1073,1.333333,1.810749,,,,,,,
1183,174.664971,-36.786118,-2.345181,-2.345281,2.076169,1086,1.333333,1.761641,,,,,,,
1184,174.67387,-36.793923,-2.734079,-2.734179,1.993302,1185,1.333333,1.827912,,,,,,,
1185,174.669671,-36.799603,-2.728407,-2.728507,1.938438,830,1.333333,1.906402,,,,,,,
1186,174.666561,-36.807383,-2.579969,-2.580069,2.003728,680,1.333333,2.111218,,,,,,,
1187,174.649013,-36.802366,-2.581602,-2.581702,1.694294,305,1.666667,0.666154,,,,,,,
1188,174.642995,-36.811911,-2.617149,-2.617249,1.944671,408,1.333333,0.67688,,,,,,,
1189,174.63558,-36.823636,-2.46803,-2.46813,1.835679,443,1.333333,0.662299,,,,,,,
1190,174.637135,-36.830934,-2.686072,-2.686172,1.907487,494,1.333333,0.692226,,,,,,,
1191,174.629284,-36.839893,-2.478383,-2.478483,1.738792,482,1.333333,0.703214,,,,,,,
1192,174.62673,-36.84773,-1.59505,-1.59515,2.084025,366,1.666667,0.686597,,,,,,,
1193,174.621764,-36.853263,-1.569267,-1.569367,2.194318,548,1.333333,0.675217,,,,,,,
1194,174.626359,-36.850846,-1.771945,-1.772045,2.225805,491,1.333333,0.727076,,,,,,,
1195,174.634797,-36.847421,-1.887947,-1.888047,2.044938,311,1.666667,0.737996,,,,,,,
1196,174.639344,-36.855482,-1.82954,-1.82964,1.944632,452,1.333333,0.659767,,,,,,,
1197,174.644023,-36.848579,-2.163118,-2.163218,1.787478,449,1.333333,0.711421,,,,,,,
1198,174.632815,-36.839451,-2.484109,-2.484209,1.911908,463,1.333333,0.721221,,,,,,,
1199,174.64297,-36.829724,-2.609451,-2.609551,1.844772,473,1.333333,0.693578,,,,,,,
1200,174.654113,-36.827234,-2.60774,-2.60784,1.762967,1622,1.333333,1.647087,,,,,,,
1201,174.661228,-36.841518,-2.218699,-2.218799,2.006225,1239,1.333333,1.554364,,,,,,,
1202,174.65705,-36.85817,-2.225341,-2.225441,1.780365,1985,1.333333,1.721819,,,,,,,
1203,174.654557,-36.868374,-2.338942,-2.339042,1.798,503,1.333333,0.643313,,,,,,,
1204,174.655282,-36.878254,-2.449263,-2.449363,1.957518,456,1.333333,0.706819,,,,,,,
1205,174.661111,-36.88359,-2.505602,-2.505702,1.843003,431,1.333333,0.698031,,,,,,,
1206,174.659846,-36.894629,-2.506916,-2.507016,1.81037,1091,1.333333,0.684419,,,,,,,
1207,174.668172,-36.889942,-2.666985,-2.667085,2.066541,621,1.333333,0.666357,,,,,,,
1208,174.675969,-36.898693,-2.317161,-2.317261,1.854788,738,1.333333,0.70134,,,,,,,
1209,174.680637,-36.900194,-2.445495,-2.445595,1.90824,663,1.333333,0.731025,,,,,,,
1210,174.684534,-36.898958,-2.559964,-2.560064,1.94213,561,1.333333,0.74652,,,,,,,
1211,174.675317,-36.890704,-2.554083,-2.554183,1.85045,518,1.333333,0.693571,,,,,,,
1212,174.667837,-36.88001,-2.436536,-2.436636,1.7898,2820,1.333333,1.770072,,,,,,,
1213,174.664461,-36.869632,-2.322104,-2.322204,1.756086,2023,1.333333,1.798006,,,,,,,
1214,174.662281,-36.861014,-2.33395,-2.33405,2.026106,1643,1.333333,1.794393,,,,,,,
1215,174.679384,-36.87083,-2.6142,-2.6143,2.07215,1290,1,1.907877,,,,,,,
1216,174.683345,-36.872207,-2.775035,-2.775135,1.962719,1443,1,1.847246,,,,,,,
1217,174.671802,-36.874897,-2.443291,-2.443391,1.764043,2191,1,1.890857,,,,,,,
1218,174.688527,-36.882892,-2.721628,-2.721728,1.967489,444,1,0.719463,,,,,,,
1219,174.695674,-36.883744,-2.647752,-2.647852,2.023112,515,1,0.633551,,,,,,,
1220,174.702286,-36.873606,-2.714188,-2.714288,2.089146,379,1.333333,0.708886,,,,,,,
1221,174.696871,-36.871353,-2.754798,-2.754898,1.962158,2344,1,1.833787,,,,,,,
1222,174.699217,-36.860069,-2.737746,-2.737846,1.727722,1179,1,1.746418,,,,,,,
1223,174.708253,-36.855953,-2.915907,-2.916007,1.843278,1555,1,1.680095,,,,,,,
1224,174.711161,-36.859983,-2.607275,-2.607375,1.918007,388,1.333333,0.686801,,,,,,,
1225,174.71632,-36.856697,-2.600566,-2.600666,1.769152,393,1.333333,0.719993,,,,,,,
1226,174.721925,-36.851195,-2.724716,-2.724816,1.963678,448,1,0.674222,,,,,,,
1227,174.73255,-36.841439,-3.019522,-3.019622,1.994247,348,1.333333,0.596454,,,,,,,
1228,174.748323,-36.835728,-0.927337,-0.927315,1.541376,1596,1,1.746851,,,,,,,
1229,174.748041,-36.842488,-3.048931,-3.049031,1.813625,449,1,0.615056,,,,,,,
1230,174.76016,-36.837098,-0.919723,-0.919702,1.420205,1658,1,1.761629,,,,,,,
1231,174.758542,-36.845119,-3.064058,-3.064158,1.905808,572,1,0.64301,,,,,,,
1232,174.765357,-36.839098,-0.924403,-0.924381,1.444961,1719,1,1.714542,,,,,,,
1233,174.769035,-36.843378,-0.911805,-0.911783,1.516628,361,1.333333,0.637057,,,,,,,
1234,174.775327,-36.84173,-0.928959,-0.928937,1.490471,1862,1,1.784606,,,,,,,
1235,174.78256,-36.844885,-0.931527,-0.931506,1.361274,1938,1,1.816119,,,,,,,
1236,174.788405,-36.846549,-0.926766,-0.926745,1.356352,1754,1,1.866324,,,,,,,
1237,174.792188,-36.848912,-0.919667,-0.919645,1.42252,1672,1,1.869985,,,,,,,
1238,174.788951,-36.863641,-2.506482,-2.506582,1.840134,625,1,0.685976,,,,,,,
1239,174.805266,-36.864224,-2.798973,-2.799073,1.872503,2451,1,1.832542,,,,,,,
1240,174.804068,-36.85886,-2.702699,-2.702799,1.783361,1994,1,1.870683,,,,,,,
1241,174.817965,-36.8657,-2.581205,-2.581305,1.939974,298,1.666667,0.750558,,,,,,,
1242,174.817022,-36.868151,-2.587922,-2.588022,1.71984,309,1.333333,0.681654,,,,,,,
1243,174.819214,-36.870709,-2.681243,-2.681343,1.784064,419,1,0.65772,,,,,,,
1244,174.829796,-36.864477,-2.200945,-2.201045,1.985466,460,1,0.73499,,,,,,,
1245,174.811023,-36.86029,-2.440465,-2.440565,1.849868,1965,1,1.822949,,,,,,,
1246,174.810792,-36.849671,-2.118145,-2.118245,1.862713,1050,1,1.878807,,,,,,,
1247,174.823403,-36.844497,-1.608514,-1.608614,1.940125,879,1,1.694803,,,,,,,
1248,174.842842,-36.849626,-1.619978,-1.620078,2.155913,303,1.333333,0.69864,,,,,,,
1249,174.861678,-36.846151,-0.907216,-0.907316,2.084219,1473,1,1.676366,,,,,,,
1250,174.878089,-36.850583,-1.228303,-1.228403,1.932578,1205,1.333333,1.633615,,,,,,,
1251,174.879898,-36.864977,-0.596756,-0.596856,1.902984,300,2,0.648852,,,,,,,
1252,174.885338,-36.870894,-1.135644,-1.135744,2.168015,1881,1.333333,1.958578,,,,,,,
1253,174.878052,-36.874114,-1.370611,-1.370711,2.055823,2030,1.333333,1.839087,,,,,,,
1254,174.875256,-36.881607,-1.337046,-1.337146,1.805897,2311,1.333333,1.891431,,,,,,,
1255,174.868272,-36.895518,-2.017028,-2.017128,1.714175,316,1.666667,0.686775,,,,,,,
1256,174.858409,-36.907076,-2.226055,-2.226155,1.873631,391,1.666667,0.741261,,,,,,,
1257,174.84406,-36.906613,-2.333145,-2.333245,1.897875,621,1.333333,0.682927,,,,,,,
1258,174.856112,-36.912278,-2.077854,-2.077954,1.800773,363,1.666667,0.747604,,,,,,,
1259,174.853936,-36.916801,-2.17015,-2.17025,1.644624,427,1.333333,0.70858,,,,,,,
1260,174.859163,-36.929147,-2.082421,-2.082521,1.774255,372,1.666667,0.685248,,,,,,,
1261,174.856959,-36.933671,-2.337282,-2.337382,1.920605,432,1.333333,0.649175,,,,,,,
1262,174.860473,-36.931316,-2.137632,-2.137732,1.885307,324,1.666667,0.703859,,,,,,,
1263,174.856507,-36.941679,-2.278158,-2.278258,1.957443,439,1.333333,0.676793,,,,,,,
1264,174.85368,-36.948412,-2.067592,-2.067692,1.805169,546,1.333333,0.696244,,,,,,,
1265,174.848669,-36.956669,-2.280275,-2.280375,2.067939,472,1.333333,0.61057,,,,,,,
1266,174.844487,-36.965037,-2.185177,-2.185277,1.707147,735,1.333333,0.728201,,,,,,,
1267,174.85399,-36.954141,-2.089479,-2.089579,2.066696,560,1.333333,0.638265,,,,,,,
1268,174.854717,-36.951018,-2.031457,-2.031557,1.73568,580,1.333333,0.724328,,,,,,,
1269,174.868214,-36.950685,-1.443835,-1.443935,2.034414,448,1.333333,0.570887,,,,,,,
1270,174.878475,-36.948156,-1.335635,-1.335735,1.74793,455,1.333333,0.645108,,,,,,,
1271,174.880016,-36.949029,-1.305995,-1.306095,1.699248,514,1.333333,0.64227,,,,,,,
1272,174.873746,-36.94574,-1.374623,-1.374723,1.830187,327,1.666667,0.72315,,,,,,,
1273,174.863823,-36.943282,-1.744429,-1.744529,1.880476,2877,1.333333,1.7924,,,,,,,
1274,174.872354,-36.936519,-1.745157,-1.745257,1.814406,2725,1.333333,1.961241,,,,,,,
1275,174.869285,-36.928951,-2.007789,-2.007889,1.96585,2507,1.333333,1.810497,,,,,,,
1276,174.878173,-36.929412,-1.656874,-1.656974,1.902196,2638,1.333333,1.808098,,,,,,,
1277,174.887724,-36.929232,-1.870118,-1.870218,1.841737,345,1.666667,0.703768,,,,,,,
1278,174.892437,-36.924457,-1.737249,-1.737349,1.713412,583,1.333333,0.734656,,,,,,,
1279,174.897637,-36.918321,-1.683363,-1.683463,1.921022,590,1.333333,0.648603,,,,,,,
1280,174.903132,-36.92672,-1.581639,-1.581739,1.731479,612,1.333333,0.681727,,,,,,,
1281,174.902853,-36.918383,-1.69879,-1.69889,1.749825,520,1.333333,0.634972,,,,,,,
1282,174.897709,-36.917148,-1.667774,-1.667874,1.958832,587,1.333333,0.633534,,,,,,,
1283,174.889703,-36.922195,-1.801304,-1.801404,1.983678,581,1.333333,0.678313,,,,,,,
1284,174.87988,-36.925414,-1.730945,-1.731045,1.781879,458,1.333333,0.688264,,,,,,,
1285,174.87448,-36.920259,-1.858638,-1.858738,1.853469,661,1.333333,0.629016,,,,,,,
1286,174.862891,-36.917925,-2.012485,-2.012585,1.873601,409,1.333333,0.635922,,,,,,,
1287,174.860135,-36.913979,-1.815152,-1.815252,2.036784,377,1.666667,0.692733,,,,,,,
1288,174.864226,-36.909428,-2.052557,-2.052657,1.739631,412,1.333333,0.694918,,,,,,,
1289,174.872697,-36.905847,-2.012905,-2.013005,1.975219,305,1.666667,0.731452,,,,,,,
1290,174.879973,-36.893667,-1.476604,-1.476704,1.728346,2457,1.333333,1.82136,,,,,,,
1291,174.894345,-36.893806,-1.32763,-1.32773,1.804144,422,1.333333,0.625109,,,,,,,
1292,174.890972,-36.886634,-1.007528,-1.007628,1.848766,2314,1.333333,1.789696,,,,,,,
1293,174.902125,-36.878668,-0.822478,-0.822578,1.968036,456,1.333333,0.701155,,,,,,,
1294,174.901489,-36.865512,-0.876906,-0.877006,2.276652,1159,1.333333,1.652342,,,,,,,
1295,174.90004,-36.848316,-0.683342,-0.683442,2.475715,298,2,1.730527,,,,,,,
1296,174.905152,-36.859357,-0.744131,-0.744231,2.230352,660,1.333333,1.472202,,,,,,,
1297,174.915458,-36.874669,-0.622429,-0.622529,2.306508,425,1.333333,0.627874,,,,,,,
1298,174.931663,-36.88415,-0.6959,-0.696,2.010528,747,1.333333,0.671705,,,,,,,
1299,174.947334,-36.894082,-0.990818,-0.990918,2.276368,799,1.333333,0.647013,,,,,,,
1300,174.954756,-36.906468,-1.389488,-1.389588,2.03006,575,1.333333,0.596086,,,,,,,
1301,174.940027,-36.916355,-1.253166,-1.253266,1.907661,634,1.333333,0.682914,,,,,,,
1302,174.941144,-36.91807,-1.471734,-1.471834,2.205863,479,1.333333,0.742123,,,,,,,
1303,174.948575,-36.918855,-1.201536,-1.201636,2.221445,2903,1.333333,1.804966,,,,,,,
1304,174.960674,-36.916983,-1.30542,-1.30552,2.409078,1610,1.333333,1.884326,,,,,,,
1305,174.960418,-36.930329,-1.314433,-1.314533,2.669854,598,1.333333,1.627025,,,,,,,
1306,174.964824,-36.935113,-1.224089,-1.224189,2.627222,553,1.333333,1.53868,,,,,,,
1307,174.966611,-36.943418,-1.884174,-1.884274,2.777945,506,1.333333,1.525159,,,,,,,
1308,174.971713,-36.935502,-1.244685,-1.244785,2.794044,487,1.333333,1.592499,,,,,,,
1309,174.967415,-36.923887,-1.494194,-1.494294,2.31778,629,1.333333,1.800233,,,,,,,
1310,174.968921,-36.913965,-1.594142,-1.594242,2.307319,940,1.333333,1.930244,,,,,,,
1311,174.984523,-36.90996,-1.242325,-1.242425,2.17647,3261,1.666667,4.005014,,,,,,,
1312,174.992604,-36.917167,-1.260028,-1.260128,2.316426,1818,1.666667,4.152251,,,,,,,
